domain,problem,heuristics,strategy,solved,time,timeout,plan_length,expansions,memory_kb
zenotravel,task10,"hff,landmark",max,True,1.7029027938842773,False,24,38,
zenotravel,task11,"hff,landmark",max,True,3.0087482929229736,False,16,33,
zenotravel,task12,"hff,landmark",max,True,2.101254940032959,False,23,26,
zenotravel,task13,"hff,landmark",max,True,5.616791486740112,False,32,97,
zenotravel,task14,"hff,landmark",max,False,300,True,,,
zenotravel,task15,"hff,landmark",max,True,87.84476017951965,False,48,244,
zenotravel,task16,"hff,landmark",max,True,177.54970359802246,False,50,229,
zenotravel,task17,"hff,landmark",max,True,170.5128939151764,False,81,155,
zenotravel,task18,"hff,landmark",max,False,300,True,,,
zenotravel,task19,"hff,landmark",max,False,300,True,,,
zenotravel,task20,"hff,landmark",max,False,300,True,,,
zenotravel,task01,"landmark,lmcut",max,True,0.24641871452331543,False,1,2,
zenotravel,task02,"landmark,lmcut",max,True,0.1906135082244873,False,6,8,
zenotravel,task03,"landmark,lmcut",max,True,0.3600313663482666,False,6,8,
zenotravel,task04,"landmark,lmcut",max,True,0.3758392333984375,False,9,12,
zenotravel,task05,"landmark,lmcut",max,True,0.6206529140472412,False,11,12,
zenotravel,task06,"landmark,lmcut",max,True,2.3947620391845703,False,14,30,
zenotravel,task07,"landmark,lmcut",max,True,1.6556413173675537,False,18,27,
zenotravel,task08,"landmark,lmcut",max,True,3.2736659049987793,False,13,16,
zenotravel,task09,"landmark,lmcut",max,True,8.692820072174072,False,21,23,
zenotravel,task10,"landmark,lmcut",max,True,10.21843671798706,False,22,26,
zenotravel,task11,"landmark,lmcut",max,True,20.953229427337646,False,16,42,
zenotravel,task12,"landmark,lmcut",max,True,27.656145572662354,False,26,74,
zenotravel,task13,"landmark,lmcut",max,True,26.70796799659729,False,28,38,
zenotravel,task14,"landmark,lmcut",max,False,300,True,,,
zenotravel,task15,"landmark,lmcut",max,False,300,True,,,
zenotravel,task16,"landmark,lmcut",max,False,300,True,,,
zenotravel,task17,"landmark,lmcut",max,False,300,True,,,
